time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-04-17T11:17:44.414Z,-1.345,136.8908,33.22,4.9,mb,,61,4.895,0.54,us,us7000h2vy,2022-05-01T05:47:35.040Z,"91 km ESE of Biak, Indonesia",earthquake,8.4,4.6,0.055,105,reviewed,us,us
2022-04-17T11:11:17.004Z,37.0979,142.178,29.41,4.3,mb,,118,3.232,0.58,us,us7000h2vx,2022-05-24T05:19:41.040Z,"112 km ESE of Namie, Japan",earthquake,8.2,5.9,0.104,26,reviewed,us,us
2022-04-17T10:23:11.790Z,2.1718,128.7965,9.86,4.5,mb,,92,1.994,0.43,us,us7000h2vu,2022-05-01T06:03:35.040Z,"100 km ENE of Tobelo, Indonesia",earthquake,8.2,5.2,0.09,36,reviewed,us,us
2022-04-17T10:12:51.642Z,18.6277,146.7116,51.68,4.3,mb,,95,5.313,0.68,us,us6000hfk3,2022-04-23T08:48:54.040Z,"Pagan region, Northern Mariana Islands",earthquake,13.3,7.6,0.119,20,reviewed,us,us
2022-04-17T10:04:10.368Z,-9.9577,117.9017,48.36,5.1,mb,,42,3.985,0.56,us,us7000h2vg,2022-04-24T05:41:22.040Z,"168 km SSW of Dompu, Indonesia",earthquake,7.3,5.8,0.055,108,reviewed,us,us
2022-04-17T09:41:15.625Z,1.1155,126.3875,23.82,4.2,mb,,83,1.036,0.29,us,us6000hfk2,2022-04-23T08:35:11.040Z,"116 km WNW of Ternate, Indonesia",earthquake,8,5.8,0.141,15,reviewed,us,us
2022-04-17T09:39:09.938Z,-32.1705,-71.532,40.58,4.2,mb,,142,0.855,0.4,us,us7000h2v8,2022-05-01T06:21:48.184Z,"Near the coast of Valparaiso, Chile",earthquake,2.4,11.3,0.141,14,reviewed,us,us
2022-04-17T09:32:41.466Z,-1.1621,137.2574,10,4.5,mb,,123,5.3,0.5,us,us7000h2v7,2022-05-01T06:31:14.040Z,"130 km E of Biak, Indonesia",earthquake,6.3,1.9,0.094,33,reviewed,us,us
2022-04-17T09:30:18.571Z,52.3957,-174.0711,190,2.5,ml,,,,0.29,ak,ak0224x41i75,2022-06-17T02:39:20.224Z,"23 km NNE of Atka, Alaska",earthquake,,2.1,,,reviewed,ak,ak
2022-04-17T09:19:47.916Z,-29.2042,-176.494,10,4.4,mb,,101,1.248,0.51,us,us6000hfk1,2022-05-16T07:22:17.040Z,"Kermadec Islands region",earthquake,9.6,1.9,0.144,14,reviewed,us,us
2022-04-17T09:16:55.150Z,19.3666666666667,-68.1218333333333,16.12,3.43,md,23,253,,0.58,pr,pr71344863,2022-05-01T06:34:27.040Z,"91 km NNE of Punta Cana, Dominican Republic",earthquake,4.65,9.4,0.104928294399024,15,reviewed,pr,pr
2022-04-17T08:33:34.034Z,44.3592,-115.1617,10,2.7,ml,,62,0.805,0.72,us,us7000h2v1,2022-05-13T11:25:12.040Z,"23 km NW of Stanley, Idaho",earthquake,2.7,2,0.043,72,reviewed,us,us
2022-04-17T08:32:12.704Z,19.0127,145.8541,187.65,4,mb,,128,18.156,0.15,us,us6000hfjw,2022-05-13T12:14:36.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,6.7,9,0.15,12,reviewed,us,us
2022-04-17T08:18:16.631Z,2.1487,128.5822,65.32,4.4,mb,,107,1.829,0.37,us,us7000h2ux,2022-05-13T11:42:42.040Z,"78 km NE of Tobelo, Indonesia",earthquake,8.4,8.3,0.1,34,reviewed,us,us
2022-04-17T08:17:02.876Z,-29.3804,-176.3859,10,4.3,mb,,199,1.345,0.49,us,us6000hfk5,2022-05-13T12:52:06.040Z,"Kermadec Islands region",earthquake,11.5,2,0.154,13,reviewed,us,us
2022-04-17T08:01:56.270Z,13.0087,51.031,10,4.5,mb,,81,26.952,0.26,us,us6000hfjx,2022-05-14T06:41:13.040Z,"119 km NNE of Caluula, Somalia",earthquake,10,1.8,0.171,14,reviewed,us,us
2022-04-17T08:01:45.337Z,28.82537842,-98.10971967,6.431599935,2.7,ml,15,53,0.08269987731,0.2,tx,tx2022hmhf,2022-05-13T11:48:29.040Z,"19 km SSW of Falls City, Texas",earthquake,1.29215819,2.237818698,0.1,9,reviewed,tx,tx
2022-04-17T08:01:41.670Z,17.8963333333333,-66.8861666666667,14.73,2.62,md,17,223,,0.2,pr,pr71344848,2022-04-17T08:29:20.030Z,"8 km SSE of Guánica, Puerto Rico",earthquake,0.71,0.54,0.187113913890604,11,reviewed,pr,pr
2022-04-17T07:46:35.635Z,-15.7044,167.8457,196,6.1,mww,,35,0.67,0.55,us,us7000h2u9,2022-05-25T08:18:16.845Z,"Vanuatu",earthquake,8.3,1.9,0.04,59,reviewed,us,us
2022-04-17T07:29:56.790Z,18.0011,-68.6981,116,3.76,md,13,231,0.6027,0.22,pr,pr2022107000,2022-05-12T12:26:01.040Z,"42 km SSW of Boca de Yuma, Dominican Republic",earthquake,3.42,2.17,0.11,6,reviewed,pr,pr
2022-04-17T07:13:05.832Z,56.9331,-153.958,45.9,2.5,ml,,,,0.42,ak,ak0224x2qyol,2022-06-17T02:39:41.076Z,"13 km E of Akhiok, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-04-17T06:47:41.733Z,-17.6348,-178.4014,541.34,4.3,mb,,112,3.319,0.5,us,us7000h2tw,2022-05-12T11:47:30.040Z,"246 km ENE of Levuka, Fiji",earthquake,12.4,7.9,0.08,46,reviewed,us,us
2022-04-17T06:21:27.844Z,-24.0841,-67.0073,214.4,4.2,mb,,112,1.557,0.6,us,us7000h2tu,2022-05-25T08:06:33.040Z,"71 km WNW of San Antonio de los Cobres, Argentina",earthquake,10.3,6.6,0.215,6,reviewed,us,us
2022-04-17T05:49:29.667Z,-1.3714,136.9275,18.49,5.4,mww,,53,4.921,0.46,us,us7000h2ti,2022-05-25T08:05:14.143Z,"96 km ESE of Biak, Indonesia",earthquake,7.6,4.2,0.086,13,reviewed,us,us
2022-04-17T05:38:25.420Z,31.6538333,-115.9406667,16.73,3.77,mw,10,138,0.2939,0.14,ci,ci40238728,2022-05-12T10:29:12.387Z,"60km E of Maneadero, B.C., MX",earthquake,0.39,0.95,,4,reviewed,ci,ci
2022-04-17T05:00:15.059Z,28.84185791,-98.17589614,4.03503418,2.6,ml,14,71,0.02272622715,0.3,tx,tx2022hmbg,2022-05-12T10:00:40.040Z,"21 km SW of Falls City, Texas",earthquake,1.726075389,3.247402326,0.1,9,reviewed,tx,tx
2022-04-17T04:34:50.191Z,-17.4249,121.6938,10,4.4,mb,,77,3.819,0.81,us,us7000h2t5,2022-05-12T22:05:49.040Z,"78 km NW of Bilingurr, Australia",earthquake,5.9,1.8,0.269,5,reviewed,us,us
2022-04-17T04:34:17.223Z,31.66997223,-104.4599962,7.699755859,3,ml,19,61,0.03478797976,0.2,tx,tx2022hmaj,2022-05-12T22:04:11.040Z,"56 km S of Whites City, New Mexico",earthquake,1.2409918280000003,1.04913651,0.1,10,reviewed,tx,tx
2022-04-17T03:53:35.240Z,-5.7422,103.3018,44.01,4.5,mb,,94,1.415,0.89,us,us7000h2sr,2022-05-12T22:02:13.040Z,"189 km S of Pagar Alam, Indonesia",earthquake,8.1,7.1,0.139,16,reviewed,us,us
2022-04-17T03:33:16.779Z,52.6169,171.9719,10,3,ml,,185,1.302,0.4,us,us6000hfjy,2022-05-18T21:06:25.040Z,"85 km WSW of Attu Station, Alaska",earthquake,12.7,2,0.181,4,reviewed,us,us
2022-04-17T02:44:09.874Z,23.9534,122.3721,29.75,4.2,mb,,90,0.743,0.69,us,us6000hfjq,2022-04-23T00:51:23.040Z,"78 km E of Hualien City, Taiwan",earthquake,4.3,1.4,0.176,11,reviewed,us,us
2022-04-17T02:12:26.925Z,-28.9657,-176.7537,10,5,mb,,133,1.062,1.03,us,us6000hfjt,2022-05-24T22:33:43.040Z,"Kermadec Islands region",earthquake,8.6,1.9,0.17,13,reviewed,us,us
2022-04-17T02:11:46.452Z,-28.8765,-176.5046,10,5,mb,,98,1.297,0.94,us,us6000hfjp,2022-05-24T22:25:26.040Z,"Kermadec Islands region",earthquake,10.6,1.8,0.189,11,reviewed,us,us
2022-04-17T02:10:49.536Z,-29.0843,-176.4371,10,5,mb,,76,1.309,0.71,us,us7000h2si,2022-05-12T21:57:28.040Z,"Kermadec Islands region",earthquake,7.2,1.7,0.094,39,reviewed,us,us
2022-04-17T02:06:25.745Z,-6.4716,149.2996,57.99,4.3,mb,,90,3.603,0.92,us,us6000hfjn,2022-04-22T22:46:56.040Z,"40 km SW of Kandrian, Papua New Guinea",earthquake,8.3,6.4,0.168,13,reviewed,us,us
2022-04-17T01:47:54.550Z,-29.1848,-176.5386,10,4.9,mb,,76,1.21,0.88,us,us7000h2se,2022-05-12T21:48:56.040Z,"Kermadec Islands region",earthquake,10.1,1.6,0.1,35,reviewed,us,us
2022-04-17T01:35:59.750Z,18.2803333333333,-67.0223333333333,19.13,2.66,md,24,50,,0.19,pr,pr71344818,2022-04-17T02:54:50.530Z,"4 km NW of Las Marías, Puerto Rico",earthquake,0.29,0.45,0.115549727119407,12,reviewed,pr,pr
2022-04-17T01:20:47.816Z,-11.6627,166.8405,221.19,4.2,mb,,105,3.778,0.75,us,us7000h2sc,2022-05-12T21:42:29.040Z,"154 km SE of Lata, Solomon Islands",earthquake,14.5,8.3,0.152,15,reviewed,us,us
2022-04-17T00:53:18.084Z,22.0238,-108.9077,10,4,mb,,217,1.91,1.18,us,us7000h2sb,2022-05-06T03:46:20.040Z,"139 km SE of La Playa, Mexico",earthquake,6.2,2,0.079,43,reviewed,us,us
2022-04-17T00:45:50.208Z,28.85284424,-98.13246783,2.861206055,3.1,ml,14,64,0.0614187151,0.1,tx,tx2022hlsv,2022-05-06T03:24:04.040Z,"18 km SW of Falls City, Texas",earthquake,0.6319637951,2.200688746,0.1,10,reviewed,tx,tx
2022-04-17T00:37:02.324Z,51.7599,-174.8292,48.9,3.6,ml,,202,0.59,0.59,us,us7000hev2,2022-06-18T00:01:58.040Z,"64 km SW of Atka, Alaska",earthquake,6.4,12.6,0.105,12,reviewed,us,us
2022-04-16T23:51:26.153Z,25.3875,94.8228,74.41,4.1,mb,,107,3.966,0.28,us,us6000hfc6,2022-05-06T03:07:30.040Z,"44 km SE of Phek, India",earthquake,11.4,8.7,0.135,15,reviewed,us,us
2022-04-16T23:47:03.101Z,19.0055,-46.069,10,4.9,mb,,67,15.108,0.51,us,us7000h2ry,2022-05-06T02:43:18.040Z,"northern Mid-Atlantic Ridge",earthquake,8.7,1.9,0.054,108,reviewed,us,us
2022-04-16T23:44:07.603Z,-16.2404,167.9697,184.04,4.5,mb,,83,1.08,0.48,us,us7000h2rv,2022-05-06T02:13:34.040Z,"61 km ESE of Lakatoro, Vanuatu",earthquake,8.9,5.7,0.089,37,reviewed,us,us
2022-04-16T23:32:02.787Z,-31.5015,-69.5003,118.17,4.2,mb,,86,0.698,1.04,us,us7000h2rs,2022-05-06T01:56:02.040Z,"20 km SSW of Calingasta, Argentina",earthquake,5.2,5.9,0.175,9,reviewed,us,us
2022-04-16T23:21:43.539Z,-22.5951,170.5855,10,4.5,mb,,123,2.9,0.62,us,us6000hfc5,2022-05-06T01:47:06.040Z,"southeast of the Loyalty Islands",earthquake,6,1.8,0.15,13,reviewed,us,us
2022-04-16T23:05:34.061Z,67.5435,-165.9843,11.7,3,ml,,,,0.8,ak,ak0224voowgw,2022-06-17T02:41:45.271Z,"64 km WSW of Kivalina, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2022-04-16T22:54:16.441Z,-29.0047,-176.6064,10,4.4,mb,,199,1.177,1.05,us,us6000hfc4,2022-05-06T01:28:47.040Z,"Kermadec Islands region",earthquake,8.2,1.9,0.162,11,reviewed,us,us
2022-04-16T22:44:11.745Z,53.1817,-164.3156,10.8,2.8,ml,,,,0.29,ak,ak0224vobsh5,2022-06-17T02:40:08.065Z,"143 km SE of Akutan, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2022-04-16T21:57:37.803Z,-22.4404,170.6689,10,5.3,mww,,48,2.984,0.56,us,us7000h2rc,2022-05-06T01:21:24.040Z,"southeast of the Loyalty Islands",earthquake,8.2,1.8,0.069,20,reviewed,us,us
2022-04-16T21:51:12.373Z,-29.2138,-176.6772,10,4.7,mb,,70,1.087,0.8,us,us7000h2ra,2022-05-06T00:53:39.040Z,"Kermadec Islands region",earthquake,9.3,1.8,0.091,37,reviewed,us,us
2022-04-16T21:39:12.684Z,55.5712,-156.1361,2.7,3,ml,,,,0.65,ak,ak0224vnpa7z,2022-06-17T02:41:44.451Z,"162 km ESE of Chignik, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2022-04-16T21:37:50.120Z,17.8351666666667,-67.0425,28.74,2.75,md,10,291,,0.06,pr,pr71344793,2022-04-16T21:57:17.190Z,"15 km S of La Parguera, Puerto Rico",earthquake,0.87,0.84,0.103466175291883,4,reviewed,pr,pr
2022-04-16T21:29:05.400Z,-23.459,179.4255,540.88,4,mb,,177,6.25,0.61,us,us6000hfbz,2022-05-24T22:08:14.040Z,"south of the Fiji Islands",earthquake,20.4,13.7,0.116,20,reviewed,us,us
2022-04-16T21:10:58.870Z,36.0411667,-117.576,1.1,2.7,ml,37,38,0.1073,0.16,ci,ci40238472,2022-05-06T00:00:53.040Z,"32km ENE of Little Lake, CA",earthquake,0.16,0.31,0.141,60,reviewed,ci,ci
2022-04-16T21:01:05.657Z,5.5377,124.458,10,4.2,mb,,121,1.886,0.82,us,us6000hfby,2022-05-05T23:52:48.040Z,"52 km SSW of Tambilil, Philippines",earthquake,4.5,1.9,0.187,8,reviewed,us,us
2022-04-16T19:54:17.587Z,-16.6569,-69.5175,189.8,4.3,mb,,98,0.928,1.03,us,us7000h2qp,2022-05-05T22:11:11.040Z,"23 km ENE of Mazo Cruz, Peru",earthquake,4,5.5,0.142,14,reviewed,us,us
2022-04-16T19:43:07.847Z,52.3135,170.4341,10,3.8,mb,,203,2.277,0.92,us,us6000hfc8,2022-05-05T21:35:28.040Z,"195 km WSW of Attu Station, Alaska",earthquake,11.1,2,0.191,7,reviewed,us,us
2022-04-16T19:34:23.740Z,37.0725,-117.9308333,1.89,2.7,ml,16,79,0.2401,0.18,ci,ci40238416,2022-05-05T21:22:47.040Z,"33km ESE of Big Pine, CA",earthquake,0.28,1.16,0.169,32,reviewed,ci,ci
2022-04-16T18:52:49.179Z,-24.999,-179.1294,390.04,4.2,mb,,120,4.38,1.02,us,us6000hfc9,2022-05-12T14:46:41.040Z,"south of the Fiji Islands",earthquake,12.2,7.7,0.121,19,reviewed,us,us
2022-04-16T18:47:41.410Z,18.9878,-65.067,24,3.46,md,17,289,0.7136,0.2,pr,pr2022106000,2022-05-24T22:13:01.040Z,"72 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.06,14.48,0.15,11,reviewed,pr,pr
2022-04-16T17:30:58.800Z,51.5572,-175.997,44.6,3,ml,,,,0.49,ak,ak0224vl9plj,2022-06-17T02:40:05.033Z,"56 km SE of Adak, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2022-04-16T17:23:18.774Z,55.8609,-155.7324,6.2,3,ml,,,,0.82,ak,ak0224vl84sn,2022-06-17T02:41:44.737Z,"154 km SW of Akhiok, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2022-04-16T17:10:34.408Z,-33.9914,-72.3654,11.12,5,mww,,55,0.708,0.75,us,us7000h2q1,2022-05-24T22:16:40.040Z,"82 km WSW of San Antonio, Chile",earthquake,3.2,2.9,0.078,16,reviewed,us,us
2022-04-16T17:00:39.961Z,36.0608,22.5925,63.4,4.7,mb,,43,1.238,0.62,us,us7000h2q0,2022-05-12T13:53:36.040Z,"37 km WSW of Kýthira, Greece",earthquake,6.1,6,0.045,161,reviewed,us,us
2022-04-16T16:18:40.213Z,27.9643,100.8872,10,4.6,mb,,76,6.753,0.73,us,us7000h2pw,2022-05-15T13:34:19.676Z,"117 km E of Shangri-La, China",earthquake,10.3,1.9,0.067,67,reviewed,us,us
2022-04-16T16:15:06.662Z,14.072,118.9545,10,4.4,mb,,92,8.929,0.94,us,us6000hfc0,2022-04-29T19:47:26.040Z,"Philippine Islands region",earthquake,3.9,1.9,0.117,21,reviewed,us,us
2022-04-16T16:08:07.701Z,26.6972,126.4198,10,4.6,mb,,57,1.662,0.96,us,us6000hfbt,2022-04-29T19:39:19.040Z,"136 km WNW of Naha, Japan",earthquake,4.6,1.8,0.098,31,reviewed,us,us
2022-04-16T14:57:43.940Z,17.9238333333333,-67.1018333333333,27.93,2.59,md,3,305,,0.1,pr,pr71344773,2022-04-16T18:41:23.160Z,"8 km SW of La Parguera, Puerto Rico",earthquake,3.37,1.21,,1,reviewed,pr,pr
2022-04-16T14:38:35.116Z,-12.8143,-14.7383,10,4.7,mb,,80,4.865,1.04,us,us6000hfbr,2022-04-23T20:28:05.040Z,"southern Mid-Atlantic Ridge",earthquake,8.7,1.7,0.115,23,reviewed,us,us
2022-04-16T14:36:07.344Z,35.4589,-3.477,10,4.2,mb,,78,2.794,1.12,us,us6000hfbw,2022-04-23T20:11:20.040Z,"47 km ENE of Al Hoceïma, Morocco",earthquake,4.6,2,0.167,10,reviewed,us,us
2022-04-16T14:05:23.316Z,-12.849,-14.7254,10,4.8,mb,,70,9.232,0.62,us,us6000hfbp,2022-04-23T19:58:00.040Z,"southern Mid-Atlantic Ridge",earthquake,12.4,1.9,0.139,16,reviewed,us,us
2022-04-16T13:58:37.114Z,52.1683,-168.0873,25.1,2.5,ml,,,,0.42,ak,ak0224vj1xlr,2022-06-17T02:40:03.530Z,"100 km SSE of Nikolski, Alaska",earthquake,,3.8,,,reviewed,ak,ak
2022-04-16T13:53:17.169Z,-29.8694,-71.777,54.49,4.2,mwr,,94,0.47,1.1,us,us7000h2pe,2022-05-26T15:58:19.040Z,"43 km WNW of Coquimbo, Chile",earthquake,3.5,5.9,0.063,24,reviewed,us,us
2022-04-16T13:37:38.359Z,-0.1683,-78.361,10,4.2,mb,,60,0.233,0.53,us,us7000h2su,2022-05-15T13:26:43.321Z,"4 km NW of Oyambarillo, Ecuador",earthquake,1.4,1.9,0.167,10,reviewed,us,us
2022-04-16T13:35:09.840Z,51.8051,-178.051,111.1,2.7,ml,,,,0.77,ak,ak0224viwy3d,2022-06-17T02:39:58.785Z,"97 km W of Adak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2022-04-16T12:01:24.405Z,51.7385,-175.654,47.7,3.1,ml,,,,0.32,ak,ak0224vi498j,2022-06-17T02:39:57.455Z,"69 km ESE of Adak, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-04-16T11:45:12.605Z,-4.5792,125.2265,460.04,4.6,mb,,43,4.284,0.79,us,us7000h2nw,2022-05-11T11:29:27.040Z,"Banda Sea",earthquake,10.8,7.3,0.052,112,reviewed,us,us
2022-04-16T10:43:03.705Z,14.0375,119.3304,10,4.6,mb,,98,20.057,0.49,us,us6000hfbm,2022-05-11T09:21:19.040Z,"79 km WNW of Cabra, Philippines",earthquake,12,1.9,0.151,22,reviewed,us,us
2022-04-16T10:11:56.485Z,52.3877,-167.8787,13.2,2.5,ml,,,,0.69,ak,ak0224vgzlmo,2022-06-17T02:40:01.796Z,"90 km SE of Nikolski, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2022-04-16T09:28:21.469Z,-28.9765,-176.2867,10,4.6,mb,,149,1.457,0.41,us,us6000hfbl,2022-05-11T08:45:51.040Z,"Kermadec Islands region",earthquake,6.9,1.9,0.125,24,reviewed,us,us
2022-04-16T09:03:51.421Z,-31.6539,-72.1453,10,4,mwr,,145,1.07,0.57,us,us7000h2nk,2022-05-11T11:57:26.040Z,"92 km W of Illapel, Chile",earthquake,3.3,1.9,0.043,53,reviewed,us,us
2022-04-16T09:03:46.530Z,19.2136666666667,-155.416833333333,34.44,2.61,ml,55,142,,0.12,hv,hv72986572,2022-05-11T11:52:02.040Z,"6 km E of P?hala, Hawaii",earthquake,0.39,0.47,0.150556470728032,30,reviewed,hv,hv
2022-04-16T08:58:40.237Z,-23.6199,171.3035,10,4.2,mb,,74,3.689,0.68,us,us6000hfbk,2022-05-06T05:37:53.040Z,"southeast of the Loyalty Islands",earthquake,9.4,1.9,0.216,6,reviewed,us,us
2022-04-16T08:14:34.325Z,-3.5042,145.2998,10,4.6,mb,,63,2.523,0.92,us,us7000h2ne,2022-05-06T05:02:59.040Z,"150 km ENE of Angoram, Papua New Guinea",earthquake,5,1.9,0.1,30,reviewed,us,us
2022-04-16T07:10:39.909Z,61.7511,-150.76,62.9,2.5,ml,,,,0.49,ak,ak0224vf71sx,2022-06-17T02:39:52.565Z,"26 km NNW of Susitna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2022-04-16T07:00:58.150Z,-7.7214,118.7929,10,4.6,mb,,77,2.853,0.44,us,us6000hfbi,2022-05-06T04:46:19.040Z,"82 km N of Bima, Indonesia",earthquake,6.2,1.9,0.151,13,reviewed,us,us
2022-04-16T05:51:11.600Z,54.5333,-159.4273,27.2,2.5,ml,,,,0.53,ak,ak0224ve8ws8,2022-06-17T02:39:54.621Z,"112 km SE of Sand Point, Alaska",earthquake,,1,,,reviewed,ak,ak
2022-04-16T05:17:18.912Z,52.2454,-169.0025,27.81,4.1,mb,,177,0.733,0.85,us,us7000h2mv,2022-06-17T02:41:43.662Z,"77 km S of Nikolski, Alaska",earthquake,4.5,6.5,0.091,33,reviewed,us,us
2022-04-16T05:03:12.552Z,31.68237121,-104.6410122,3.689306641,2.7,ml,21,96,0.1203451446,0.5,tx,tx2022hkfu,2022-05-27T05:12:30.040Z,"60 km SSW of Whites City, New Mexico",earthquake,2.606196202,2.459473282,0.2,9,reviewed,tx,tx
2022-04-16T04:55:35.573Z,-26.3334,-177.7087,160.25,4.3,mb,,137,2.923,0.73,us,us6000hfbg,2022-04-22T00:47:24.040Z,"south of the Fiji Islands",earthquake,14.3,6.9,0.217,7,reviewed,us,us
2022-04-16T03:18:51.595Z,61.9531,-150.4544,56.3,2.5,ml,,,,0.49,ak,ak0224vcv208,2022-06-17T02:39:50.713Z,"31 km NW of Willow, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-04-16T02:39:51.569Z,31.59497554,-104.2495038,7.699755859,2.8,ml,15,71,0.07786929691,0.2,tx,tx2022hkbc,2022-05-12T21:38:51.040Z,"53 km NW of Toyah, Texas",earthquake,1.38287815,1.780180569,0.2,9,reviewed,tx,tx
2022-04-16T02:12:54.200Z,53.4469,-159.6107,10.3,3.2,ml,,,,0.88,ak,ak0224vc8cbq,2022-06-17T02:41:43.957Z,"218 km SSE of Sand Point, Alaska",earthquake,,5.7,,,reviewed,ak,ak
2022-04-16T02:10:49.855Z,44.0163,-67.67,10,2.6,ml,,192,0.707,0.32,us,us7000h2lz,2022-04-24T21:17:47.725Z,"53 km SE of Winter Harbor, Maine",earthquake,3,2,0.061,35,reviewed,us,us
2022-04-16T01:57:13.740Z,2.712,125.9415,89.71,4.3,mb,,115,2.396,1.27,us,us7000h2ly,2022-05-12T21:34:07.040Z,"172 km NE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,7,4.1,0.113,24,reviewed,us,us
2022-04-16T00:55:33.632Z,51.0332,178.7362,14,2.7,ml,,,,0.27,ak,ak0224vban91,2022-06-17T02:39:49.443Z,"",earthquake,,0.6,,,reviewed,ak,ak
2022-04-16T00:53:11.434Z,51.4631,-177.6145,55.6,2.7,ml,,,,0.24,ak,ak0224vba66u,2022-06-17T02:39:49.186Z,"81 km SW of Adak, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2022-04-16T00:41:06.361Z,6.518,123.201,10,4.5,mb,,93,2.424,0.56,us,us7000h2lv,2022-04-29T05:05:45.040Z,"92 km W of Bantogon, Philippines",earthquake,6.6,1.9,0.132,17,reviewed,us,us
2022-04-16T00:33:32.692Z,48.2116,154.2177,40.88,4.6,mb,,172,5.378,0.62,us,us7000h2lt,2022-05-24T05:20:24.040Z,"Kuril Islands",earthquake,4.2,8,0.061,82,reviewed,us,us
2022-04-16T00:32:18.081Z,27.94,100.6023,10,4.7,mb,,80,6.688,0.71,us,us7000h2lk,2022-05-24T05:22:41.040Z,"88 km E of Shangri-La, China",earthquake,9.2,1.8,0.058,89,reviewed,us,us
2022-04-16T00:01:49.220Z,36.9511667,-121.6915,11.74,2.56,md,84,50,0.03119,0.15,nc,nc73718085,2022-05-24T05:25:56.040Z,"4km E of Interlaken, CA",earthquake,0.19,0.29,0.159,105,reviewed,nc,nc
2022-04-15T23:58:53.307Z,0.674,97.02,10,4.6,mb,,91,0.836,0.58,us,us7000h2ld,2022-06-11T23:42:13.040Z,"197 km SSW of Singkil, Indonesia",earthquake,10.4,1.9,0.132,17,reviewed,us,us
2022-04-15T22:53:42.037Z,12.6827,-88.1598,61.4,5,mww,,50,1.111,0.96,us,us7000h2l4,2022-06-12T00:19:12.040Z,"58 km SSW of Intipucá, El Salvador",earthquake,5.1,4.4,0.058,29,reviewed,us,us
2022-04-15T22:44:40.190Z,18.0183333333333,-65.377,13.35,3.04,md,7,249,,0.16,pr,pr71344713,2022-04-16T10:21:23.750Z,"13 km SE of Esperanza, Puerto Rico",earthquake,1.07,0.64,0.0586360455911668,4,reviewed,pr,pr
2022-04-15T22:33:57.966Z,30.1271,137.3566,507.05,4.6,mb,,48,3.63,0.69,us,us7000h2l1,2022-04-25T22:08:58.040Z,"Izu Islands, Japan region",earthquake,7.1,4.7,0.027,405,reviewed,us,us
2022-04-15T22:19:56.640Z,40.428,-124.4005,10.74,2.56,md,26,227,0.0676,0.08,nc,nc73718040,2022-05-22T04:51:00.040Z,"15km NW of Petrolia, CA",earthquake,0.63,0.31,0.115,34,reviewed,nc,nc
2022-04-15T22:12:11.069Z,-29.0763,-176.6272,10,4.5,mb,,199,1.146,0.63,us,us6000hfan,2022-04-24T04:24:05.040Z,"Kermadec Islands region",earthquake,14,1.9,0.22,6,reviewed,us,us
2022-04-15T22:09:58.466Z,-20.4774,-178.37,573.49,4.2,mb,,167,4.338,0.54,us,us6000hfal,2022-04-24T04:07:40.040Z,"Fiji region",earthquake,14.6,9.2,0.175,9,reviewed,us,us
2022-04-15T21:17:09.977Z,0.6184,97.0596,10,4.7,mb,,127,0.854,0.69,us,us7000h2kq,2022-04-25T21:51:43.040Z,"201 km SSW of Singkil, Indonesia",earthquake,6.9,1.9,0.06,85,reviewed,us,us
2022-04-15T20:59:22.572Z,62.4172,-151.5381,85.6,2.9,ml,,,,0.54,ak,ak0224tzosv1,2022-06-17T23:35:18.040Z,"40 km WSW of Petersville, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2022-04-15T19:42:57.770Z,18.029,-66.8171666666667,17.17,2.53,md,9,150,,0.13,pr,pr71344683,2022-04-16T13:13:05.977Z,"",earthquake,0.5,0.66,0.115017181201258,5,reviewed,pr,pr
2022-04-15T19:40:53.281Z,51.3316,-176.9501,35,3.4,ml,,220,0.465,0.58,us,us7000hfut,2022-06-17T23:34:09.040Z,"64 km SSW of Adak, Alaska",earthquake,3.9,2,0.097,14,reviewed,us,us
2022-04-15T19:28:24.363Z,-22.6998,170.7631,10,4.2,mb,,199,3.064,0.36,us,us6000hfap,2022-05-11T21:38:43.040Z,"",earthquake,9.7,1.9,0.263,7,reviewed,us,us
2022-04-15T19:19:38.241Z,13.5016,125.2855,10,4.5,mb,,115,6.398,0.66,us,us6000hfai,2022-05-11T21:33:06.040Z,"96 km NNE of Cabodiongan, Philippines",earthquake,10.2,1.9,0.085,45,reviewed,us,us
